fecha,precipitacion_mm,evaporacion_mm,temp_max_c,temp_min_c,estacion,estacion_id,latitud,longitud,altitud_msnm,severidad,tipo_evento
1971-09-18,3.6,7.4,37.0,24.5,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-09-28,5.1,3.0,34.5,23.5,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-09-30,39.0,4.9,26.0,25.0,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,alta,precipitacion
1971-10-15,9.4,5.9,31.5,22.5,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-10-24,5.1,3.8,25.5,18.0,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-11-15,2.5,4.4,19.0,13.5,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-11-16,3.6,1.1,16.5,10.5,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-12-04,4.4,1.5,13.0,9.0,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-12-17,2.5,1.0,20.0,3.5,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
1971-12-18,5.0,1.0,15.5,4.0,HERMOSILLO II (DGE),26139,29.09888889,-110.9541667,221,baja,precipitacion
